9,فاتورة بضاعة أول المدة,2026-01-01,Store BR,مستودع تصوير TASWEER,SQ500,1,0,1,39.74,0,39.74,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202600003,فاتورة تسوية سالبة,2026-02-09,Store BR,مستودع تصوير TASWEER,SQ500,0,1,0,0,39.74,39.74,تسوية جردية بتاريخ 09/02/2026 تم إزالة 2,Black,37
9,فاتورة بضاعة أول المدة,2026-01-01,Store BR,مستودع تصوير TASWEER,SQ500,1,0,1,39.74,0,39.74,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,37
202600003,فاتورة تسوية سالبة,2026-02-09,Store BR,مستودع تصوير TASWEER,SQ500,0,1,0,0,39.74,39.74,تسوية جردية بتاريخ 09/02/2026 تم إزالة 2,Gold,37
202600247,فاتورة الإدخال,2026-04-04,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,1,0,1,32.4,0,32.4,2,Black,36
202600256,فاتورة الإدخال,2026-04-10,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,2,0,3,32.4,0,32.4,AJMAN INDUSTRAL   5 TAPE,Black,36
202607188,فاتورة مبيعات سعر المبيع,2026-07-10,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,0,1,2,0,185.71,32.4,,Black,36
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,1,0,1,30.8,0,30.8,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202600247,فاتورة الإدخال,2026-04-04,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,2,0,3,32.4,0,31.87,2,Black,37
202600256,فاتورة الإدخال,2026-04-10,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,2,0,5,32.4,0,32.08,AJMAN INDUSTRAL   5 TAPE,Black,37
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,2,0,2,30.8,0,30.8,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,38
202600247,فاتورة الإدخال,2026-04-04,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,QSQ595,3,0,5,32.4,0,31.76,2,Black,38
